"","University_Name","UniversityNo","Year","Topic","Province","University_Name_Location","Plan_Number","Lowest_Ranking","Ranking_Scores","Media_Impact","GDP","Population","Student_Population","GDP_Per_Person","X1A_Number","Ranking_Percentage","University_Name_Pinyin","Distance"
"1371","中南大学",10533,2010,"理科","湖南","中南大学",236,15261,28.22,0.0691358024691358,1305969,6406,61.5,203.866531376834,29550,0.516446700507614,"zhongnandaxue",NA
"1385","中南大学",10533,2015,"理科","湖南","中南大学",280,12009,72.28,0.0925117004680187,2704846,6737,75.4,401.491168175746,51000,0.235470588235294,"zhongnandaxue",NA
"1425","中南林业科技大学",10538,2015,"文科","湖南","中南林业科技大学",6,16964,62.15,NA,2704846,6737,75.4,401.491168175746,16964,1,"zhongnanlinyekejidaxue",659
"1427","中南林业科技大学",10538,2014,"文科","湖南","中南林业科技大学",6,14000,60.58,NA,2450167,6690.6,75.6,366.210354826174,14000,1,"zhongnanlinyekejidaxue",659
"1429","中南林业科技大学",10538,2014,"理科","湖南","中南林业科技大学",94,43106,60.58,NA,2450167,6690.6,75.6,366.210354826174,43106,1,"zhongnanlinyekejidaxue",659
"1432","中南林业科技大学",10538,2015,"理科","湖南","中南林业科技大学",94,51000,62.15,NA,2704846,6737,75.4,401.491168175746,51000,1,"zhongnanlinyekejidaxue",659
"1441","中南财经政法大学",10520,2012,"文科","湖北","中南财经政法大学",100,7078,5.87,0.0492447129909366,1963226,5758,69.2,340.956234803751,10000,0.7078,"zhongnancaijingzhengfadaxue",979
"1443","中南财经政法大学",10520,2010,"文科","湖北","中南财经政法大学",100,3251,5.94,0.0448559670781893,1296110,5720,61.5,226.592657342657,10869,0.299107553592787,"zhongnancaijingzhengfadaxue",979
"1448","中南财经政法大学",10520,2012,"理科","湖北","中南财经政法大学",125,15752,5.87,0.0492447129909366,1963226,5758,69.2,340.956234803751,29207,0.53932276509056,"zhongnancaijingzhengfadaxue",979
"1460","中南财经政法大学",10520,2014,"理科","湖北","中南财经政法大学",129,14841,62.06,0.0574675324675325,2466849,5799,75.6,425.392136575272,43106,0.344290817983575,"zhongnancaijingzhengfadaxue",979
"1465","中南财经政法大学",10520,2015,"理科","湖北","中南财经政法大学",126,13739,64.04,0.0580343213728549,2736704,5816,75.4,470.547455295736,51000,0.269392156862745,"zhongnancaijingzhengfadaxue",979
"1467","中南财经政法大学",10520,2014,"文科","湖北","中南财经政法大学",118,3295,62.06,0.0574675324675325,2466849,5799,75.6,425.392136575272,14000,0.235357142857143,"zhongnancaijingzhengfadaxue",979
"1475","中南财经政法大学",10520,2013,"文科","湖北","中南财经政法大学",110,3947,5.13,0.0469586374695864,2225045,5779,72.7,385.022495241391,12924,0.305400804704426,"zhongnancaijingzhengfadaxue",979
"1483","中南财经政法大学",10520,2011,"文科","湖北","中南财经政法大学",97,3731,5.78,0.0493927125506073,1596761,5727.9143,65.5,278.768311879247,10919,0.341697957688433,"zhongnancaijingzhengfadaxue",979
"1505","中南财经政法大学",10520,2015,"文科","湖北","中南财经政法大学",113,2913,64.04,0.0580343213728549,2736704,5816,75.4,470.547455295736,16964,0.171716576279179,"zhongnancaijingzhengfadaxue",979
"1520","中南财经政法大学",10520,2010,"理科","湖北","中南财经政法大学",125,13535,5.94,0.0448559670781893,1296110,5720,61.5,226.592657342657,29550,0.458037225042301,"zhongnancaijingzhengfadaxue",979
"1532","中南财经政法大学",10520,2011,"理科","湖北","中南财经政法大学",120,21193,5.78,0.0493927125506073,1596761,5727.9143,65.5,278.768311879247,30392,0.697321663595683,"zhongnancaijingzhengfadaxue",979
"1542","中南财经政法大学",10520,2013,"理科","湖北","中南财经政法大学",136,14695,5.13,0.0469586374695864,2225045,5779,72.7,385.022495241391,40420,0.363557644730332,"zhongnancaijingzhengfadaxue",979
"1585","中国人民大学",10002,2015,"理科","北京","中国人民大学",48,667,78.71,0.553822152886115,2133083,2152,75.4,991.209572490706,51000,0.013078431372549,"zhongguorenmindaxue",2124
"1592","中国人民大学",10002,2014,"理科","北京","中国人民大学",37,529,72.36,0.5,1950056,2114.8,75.6,922.09948931341,43106,0.0122720734932492,"zhongguorenmindaxue",2124
"1601","中国人民大学",10002,2014,"文科","北京","中国人民大学",38,160,72.36,0.5,1950056,2114.8,75.6,922.09948931341,14000,0.0114285714285714,"zhongguorenmindaxue",2124
"1613","中国人民大学",10002,2011,"文科","北京","中国人民大学",35,113,35.65,0.493927125506073,1411358,1961.9,65.5,719.383250930221,10919,0.0103489330524773,"zhongguorenmindaxue",2124
"1632","中国人民大学",10002,2013,"文科","北京","中国人民大学",39,139,28.36,0.557177615571776,1787940,2069.3,72.7,864.031314937418,12924,0.0107551841535128,"zhongguorenmindaxue",2124
"1633","中国人民大学",10002,2010,"文科","北京","中国人民大学",37,107,37.31,0.539094650205761,1215300,1860,61.5,653.387096774194,10869,0.00984451191461956,"zhongguorenmindaxue",2124
"1645","中国人民大学",10002,2013,"理科","北京","中国人民大学",38,613,28.36,0.557177615571776,1787940,2069.3,72.7,864.031314937418,40420,0.0151657595249876,"zhongguorenmindaxue",2124
"1657","中国人民大学",10002,2012,"文科","北京","中国人民大学",36,176,36.61,0.578851963746224,1625193,2018.6,69.2,805.108986426236,10000,0.0176,"zhongguorenmindaxue",2124
"1669","中国人民大学",10002,2015,"文科","北京","中国人民大学",44,175,78.71,0.553822152886115,2133083,2152,75.4,991.209572490706,16964,0.0103159632162226,"zhongguorenmindaxue",2124
"1681","中国人民大学",10002,2011,"理科","北京","中国人民大学",34,625,35.65,0.493927125506073,1411358,1961.9,65.5,719.383250930221,30392,0.0205646222690182,"zhongguorenmindaxue",2124
"1693","中国人民大学",19002,2015,"文科","江苏","中国人民大学(苏州校区)",10,3054,78.71,0.553822152886115,6508832,7960,75.4,817.692462311558,16964,0.180028295213393,"zhongguorenmindaxue",2124
"1696","中国人民大学",10002,2012,"理科","北京","中国人民大学",34,772,36.61,0.578851963746224,1625193,2018.6,69.2,805.108986426236,29207,0.0264320197212997,"zhongguorenmindaxue",2124
"1713","中国人民大学",19002,2013,"理科","江苏","中国人民大学(苏州校区)",6,2579,28.36,0.557177615571776,5405822,7919.98,72.7,682.555006452037,40420,0.0638050470064325,"zhongguorenmindaxue",2124
"1718","中国人民大学",10002,2010,"理科","北京","中国人民大学",36,519,37.31,0.539094650205761,1215300,1860,61.5,653.387096774194,29550,0.0175634517766497,"zhongguorenmindaxue",2124
"1736","中国人民大学",19002,2012,"文科","江苏","中国人民大学(苏州校区)",6,2693,36.61,0.578851963746224,4911027,7898.80066823418,69.2,621.743376782527,10000,0.2693,"zhongguorenmindaxue",2124
"1737","中国人民大学",19002,2014,"理科","江苏","中国人民大学(苏州校区)",10,43106,72.36,0.5,5916175,7939.49,75.6,745.158064308917,43106,1,"zhongguorenmindaxue",2124
"1745","中国人民大学",19002,2013,"文科","江苏","中国人民大学(苏州校区)",6,1491,28.36,0.557177615571776,5405822,7919.98,72.7,682.555006452037,12924,0.115366759517177,"zhongguorenmindaxue",2124
"1753","中国人民大学",19002,2012,"理科","江苏","中国人民大学(苏州校区)",4,3260,36.61,0.578851963746224,4911027,7898.80066823418,69.2,621.743376782527,29207,0.111617078097716,"zhongguorenmindaxue",2124
"1761","中国人民大学",19002,2015,"理科","江苏","中国人民大学(苏州校区)",10,5744,78.71,0.553822152886115,6508832,7960,75.4,817.692462311558,51000,0.112627450980392,"zhongguorenmindaxue",2124
"1776","中国人民大学",19002,2014,"文科","江苏","中国人民大学(苏州校区)",10,3285,72.36,0.5,5916175,7939.49,75.6,745.158064308917,14000,0.234642857142857,"zhongguorenmindaxue",2124
"1793","中国传媒大学",10033,2011,"理科","北京","中国传媒大学",24,16645,NA,NA,1411358,1961.9,65.5,719.383250930221,30392,0.547677020268492,"zhongguochuanmeidaxue",2140
"1796","中国传媒大学",10033,2015,"理科","北京","中国传媒大学",28,9921,NA,0.13588143525741,2133083,2152,75.4,991.209572490706,51000,0.194529411764706,"zhongguochuanmeidaxue",2140
"1801","中国传媒大学",10033,2013,"理科","北京","中国传媒大学",26,9143,NA,NA,1787940,2069.3,72.7,864.031314937418,40420,0.22619990103909,"zhongguochuanmeidaxue",2140
"1803","中国传媒大学",10033,2012,"文科","北京","中国传媒大学",19,1484,NA,NA,1625193,2018.6,69.2,805.108986426236,10000,0.1484,"zhongguochuanmeidaxue",2140
"1815","中国传媒大学",10033,2014,"文科","北京","中国传媒大学",17,1778,NA,0.133279220779221,1950056,2114.8,75.6,922.09948931341,14000,0.127,"zhongguochuanmeidaxue",2140
"1836","中国传媒大学",10033,2015,"文科","北京","中国传媒大学",21,2251,NA,0.13588143525741,2133083,2152,75.4,991.209572490706,16964,0.13269276114124,"zhongguochuanmeidaxue",2140
"1838","中国传媒大学",10033,2011,"文科","北京","中国传媒大学",13,1111,NA,NA,1411358,1961.9,65.5,719.383250930221,10919,0.101749244436304,"zhongguochuanmeidaxue",2140
"1850","中国传媒大学",10033,2013,"文科","北京","中国传媒大学",18,2074,NA,NA,1787940,2069.3,72.7,864.031314937418,12924,0.160476632621479,"zhongguochuanmeidaxue",2140
"1862","中国传媒大学",10033,2012,"理科","北京","中国传媒大学",26,11180,NA,NA,1625193,2018.6,69.2,805.108986426236,29207,0.382784948813641,"zhongguochuanmeidaxue",2140
"1874","中国传媒大学",10033,2014,"理科","北京","中国传媒大学",25,43106,NA,0.133279220779221,1950056,2114.8,75.6,922.09948931341,43106,1,"zhongguochuanmeidaxue",2140
"1886","中国传媒大学",10033,2010,"理科","北京","中国传媒大学",15,9736,4.01,0.0893004115226337,1215300,1860,61.5,653.387096774194,29550,0.329475465313029,"zhongguochuanmeidaxue",2140
"1900","中国传媒大学",10033,2010,"文科","北京","中国传媒大学",9,1650,4.01,0.0893004115226337,1215300,1860,61.5,653.387096774194,10869,0.151807894010489,"zhongguochuanmeidaxue",2140
"1930","中国传媒大学",60033,2015,"理科","北京","中国传媒大学(中外合作办学专业)",7,27480,NA,0.13588143525741,2133083,2152,75.4,991.209572490706,51000,0.538823529411765,"zhongguochuanmeidaxue",2140
"1932","中国传媒大学",60033,2015,"文科","北京","中国传媒大学(中外合作办学专业)",13,15125,NA,0.13588143525741,2133083,2152,75.4,991.209572490706,16964,0.89159396368781,"zhongguochuanmeidaxue",2140
"1941","中国农业大学",10019,2012,"理科","北京","中国农业大学",43,14354,19.6,0.0921148036253776,1625193,2018.6,69.2,805.108986426236,29207,0.491457527305098,"zhongguonongyedaxue",1398
"1944","中国农业大学",10019,2013,"理科","北京","中国农业大学",49,19521,18.1,0.119221411192214,1787940,2069.3,72.7,864.031314937418,40420,0.482953983176645,"zhongguonongyedaxue",1398
"1953","中国农业大学",10019,2010,"理科","北京","中国农业大学",50,18276,20.76,0.127572016460905,1215300,1860,61.5,653.387096774194,29550,0.618477157360406,"zhongguonongyedaxue",1398
"1971","中国农业大学",10019,2012,"文科","北京","中国农业大学",5,5744,19.6,0.0921148036253776,1625193,2018.6,69.2,805.108986426236,10000,0.5744,"zhongguonongyedaxue",1398
"1981","中国农业大学",10019,2014,"文科","北京","中国农业大学",5,7341,67.05,0.125974025974026,1950056,2114.8,75.6,922.09948931341,14000,0.524357142857143,"zhongguonongyedaxue",1398
"1992","中国农业大学",10019,2015,"文科","北京","中国农业大学",8,9769,68.46,0.12386895475819,2133083,2152,75.4,991.209572490706,16964,0.575866540910163,"zhongguonongyedaxue",1398
"1999","中国农业大学",10019,2011,"理科","北京","中国农业大学",45,16868,20,0.108906882591093,1411358,1961.9,65.5,719.383250930221,30392,0.555014477494077,"zhongguonongyedaxue",1398
"2011","中国农业大学",10019,2013,"文科","北京","中国农业大学",6,6739,18.1,0.119221411192214,1787940,2069.3,72.7,864.031314937418,12924,0.521432992881461,"zhongguonongyedaxue",1398
"2014","中国农业大学",10019,2014,"理科","北京","中国农业大学",50,17050,67.05,0.125974025974026,1950056,2114.8,75.6,922.09948931341,43106,0.395536584234213,"zhongguonongyedaxue",1398
"2025","中国农业大学",10019,2011,"文科","北京","中国农业大学",5,7098,20,0.108906882591093,1411358,1961.9,65.5,719.383250930221,10919,0.650059529260921,"zhongguonongyedaxue",1398
"2036","中国农业大学",10019,2015,"理科","北京","中国农业大学",49,14352,68.46,0.12386895475819,2133083,2152,75.4,991.209572490706,51000,0.281411764705882,"zhongguonongyedaxue",1398
"2062","中国医科大学",10159,2012,"理科","辽宁","中国医科大学",37,25164,4.19,NA,2222670,4383,69.2,507.111567419576,29207,0.861574280138323,"zhongguoyikedaxue",2248
"2064","中国医科大学",10159,2010,"理科","辽宁","中国医科大学",19,22217,4.21,NA,1521250,4341,61.5,350.437687168855,29550,0.751844331641286,"zhongguoyikedaxue",2248
"2070","中国医科大学",10159,2013,"理科","辽宁","中国医科大学",47,28119,4.37,NA,2484643,4389,72.7,566.106858054226,40420,0.695670460168234,"zhongguoyikedaxue",2248
"2072","中国医科大学",10159,2014,"理科","辽宁","中国医科大学",35,43106,61.85,NA,2707765,4390,75.6,616.802961275626,43106,1,"zhongguoyikedaxue",2248
"2078","中国医科大学",10159,2015,"理科","辽宁","中国医科大学",25,29865,63.04,NA,2862658,4391,75.4,651.937599635618,51000,0.585588235294118,"zhongguoyikedaxue",2248
"2083","中国医科大学",10159,2011,"理科","辽宁","中国医科大学",37,30392,3.96,NA,1845727,4375,65.5,421.880457142857,30392,1,"zhongguoyikedaxue",2248
"2098","中国地质大学",11415,2013,"理科","北京","中国地质大学(北京)",34,31160,11.87,0.0360097323600973,1787940,2069.3,72.7,864.031314937418,40420,0.770905492330529,"zhongguodizhidaxue",988
"2099","中国地质大学",11415,2011,"理科","北京","中国地质大学(北京)",29,23837,11.82,0.0359919028340081,1411358,1961.9,65.5,719.383250930221,30392,0.784318241642537,"zhongguodizhidaxue",988
"2102","中国地质大学",11415,2015,"理科","北京","中国地质大学(北京)",36,31508,65.81,0.043213728549142,2133083,2152,75.4,991.209572490706,51000,0.617803921568627,"zhongguodizhidaxue",988
"2103","中国地质大学",11415,2014,"理科","北京","中国地质大学(北京)",35,29339,64.77,0.0558441558441558,1950056,2114.8,75.6,922.09948931341,43106,0.680624507029184,"zhongguodizhidaxue",988
"2108","中国地质大学",10491,2011,"文科","湖北","中国地质大学(武汉)",16,9085,11.82,0.0359919028340081,1596761,5727.9143,65.5,278.768311879247,10919,0.83203590072351,"zhongguodizhidaxue",988
"2112","中国地质大学",11415,2012,"理科","北京","中国地质大学(北京)",29,23997,11.85,0.0368580060422961,1625193,2018.6,69.2,805.108986426236,29207,0.821618105248742,"zhongguodizhidaxue",988
"2129","中国地质大学",11415,2011,"文科","北京","中国地质大学(北京)",4,4835,11.82,0.0359919028340081,1411358,1961.9,65.5,719.383250930221,10919,0.442806117776353,"zhongguodizhidaxue",988
"2143","中国地质大学",10491,2010,"理科","湖北","中国地质大学(武汉)",56,24313,11.73,0.0415637860082304,1296110,5720,61.5,226.592657342657,29550,0.822774957698816,"zhongguodizhidaxue",988
"2146","中国地质大学",10491,2013,"理科","湖北","中国地质大学(武汉)",84,40420,11.87,0.0360097323600973,2225045,5779,72.7,385.022495241391,40420,1,"zhongguodizhidaxue",988
"2158","中国地质大学",10491,2011,"理科","湖北","中国地质大学(武汉)",49,25460,11.82,0.0359919028340081,1596761,5727.9143,65.5,278.768311879247,30392,0.837720452750724,"zhongguodizhidaxue",988
"2170","中国地质大学",10491,2015,"理科","湖北","中国地质大学(武汉)",88,32359,65.81,0.043213728549142,2736704,5816,75.4,470.547455295736,51000,0.634490196078431,"zhongguodizhidaxue",988
"2182","中国地质大学",10491,2014,"理科","湖北","中国地质大学(武汉)",84,31216,64.77,0.0558441558441558,2466849,5799,75.6,425.392136575272,43106,0.724168329234909,"zhongguodizhidaxue",988
"2194","中国地质大学",10491,2012,"理科","湖北","中国地质大学(武汉)",47,22208,11.85,0.0368580060422961,1963226,5758,69.2,340.956234803751,29207,0.760365665765056,"zhongguodizhidaxue",988
"2206","中国地质大学",10491,2013,"文科","湖北","中国地质大学(武汉)",15,10080,11.87,0.0360097323600973,2225045,5779,72.7,385.022495241391,12924,0.779944289693593,"zhongguodizhidaxue",988
"2225","中国地质大学",10491,2010,"文科","湖北","中国地质大学(武汉)",12,8538,11.73,0.0415637860082304,1296110,5720,61.5,226.592657342657,10869,0.785536847916092,"zhongguodizhidaxue",988
"2226","中国地质大学",11415,2012,"文科","北京","中国地质大学(北京)",4,5702,11.85,0.0368580060422961,1625193,2018.6,69.2,805.108986426236,10000,0.5702,"zhongguodizhidaxue",988
"2230","中国地质大学",10491,2012,"文科","湖北","中国地质大学(武汉)",14,8800,11.85,0.0368580060422961,1963226,5758,69.2,340.956234803751,10000,0.88,"zhongguodizhidaxue",988
